,load,avg_latency,p99,stddev_latency,allocs,event_start_time,event_end_time
1684813138.4805825,105.0,-1,0.0,-1,"{'root--consul': 1.0, 'root--frontend': 0.29508196721311475, 'root--geo': 0.29508196721311475, 'root--jaeger': 1.0, 'root--memcached-profile': 1.0, 'root--memcached-rate': 0.29508196721311475, 'root--memcached-reserve': 1.0, 'root--mongodb-geo': 0.29508196721311475, 'root--mongodb-profile': 0.29508196721311475, 'root--mongodb-rate': 0.29508196721311475, 'root--mongodb-recommendation': 0.29508196721311475, 'root--mongodb-reservation': 1.0, 'root--mongodb-user': 0.32786885245901637, 'root--profile': 0.32786885245901637, 'root--rate': 1.0, 'root--recommendation': 1.0, 'root--reservation': 0.32786885245901637, 'root--search': 1.0, 'root--user': 0.32786885245901637}",1684813138.4805825,1684813169.0189896
