,load,avg_latency,p99,stddev_latency,allocs,event_start_time,event_end_time
1684764221.390361,89328.0,0.118,0.414,0.11,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 1.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684764221.390361,1684764251.4236724
1684764251.424201,14533.0,-1.0,0.0,-1.0,"{'root--consul': 0.0, 'root--frontend': 0.18032786885245902, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.3114754098360656, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.18032786885245902, 'root--mongodb-geo': 0.18032786885245902, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684764251.424201,1684764281.9631815
1684764628.8092449,89329.0,0.118,0.402,0.1,"{'root--consul': 0.0, 'root--frontend': 2.0, 'root--geo': 0.03333333333333333, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 1.0, 'root--mongodb-user': 1.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.03333333333333333, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684764628.8092449,1684764658.8399863
1684764661.847067,89324.0,0.127,0.472,0.261,"{'root--consul': 0.0, 'root--frontend': 2.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 1.0, 'root--mongodb-user': 1.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.03333333333333333, 'root--reservation': 0.0, 'root--search': 0.1, 'root--user': 0.0}",1684764661.847067,1684764691.8784666
1684764691.8791335,89324.0,0.122,0.365,0.09,"{'root--consul': 0.0, 'root--frontend': 2.0, 'root--geo': 0.06666666666666667, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 1.0, 'root--mongodb-user': 1.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.05, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684764691.8791335,1684764721.9079556
1684764721.9084694,42801.0,0.126,0.408,0.119,"{'root--consul': 0.0, 'root--frontend': 0.9836065573770492, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.4918032786885246, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 0.4918032786885246, 'root--mongodb-reservation': 0.4918032786885246, 'root--mongodb-user': 0.4918032786885246, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.03278688524590164, 'root--reservation': 0.0, 'root--search': 0.13114754098360656, 'root--user': 0.0}",1684764721.9084694,1684764752.4373152
1684767068.1353738,89328.0,0.12,0.421,0.176,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 2.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 1.0, 'root--mongodb-user': 1.0, 'root--profile': 0.5166666666666667, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.23333333333333334, 'root--user': 0.0}",1684767068.1353738,1684767098.1605122
1684767098.161045,89327.0,0.119,0.439,0.105,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.2786885245901639, 'root--jaeger': 0.0, 'root--memcached-profile': 2.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 1.0, 'root--mongodb-user': 1.0, 'root--profile': 0.47540983606557374, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.8524590163934426, 'root--user': 0.0}",1684767098.161045,1684767128.6966817
1684767128.6971576,22936.0,-1.0,0.0,-1.0,"{'root--consul': 0.0, 'root--frontend': 0.26229508196721313, 'root--geo': 0.29508196721311475, 'root--jaeger': 0.0, 'root--memcached-profile': 0.5245901639344263, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.5081967213114754, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 0.29508196721311475, 'root--mongodb-user': 0.29508196721311475, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684767128.6971576,1684767159.2297015
1684768784.7993639,89324.0,0.118,0.419,0.103,"{'root--consul': 0.0, 'root--frontend': 2.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 1.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.03333333333333333, 'root--recommendation': 0.03333333333333333, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684768784.7993639,1684768814.8386824
1684768814.839167,89329.0,0.122,0.383,0.086,"{'root--consul': 0.0, 'root--frontend': 2.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 1.0333333333333334, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.9666666666666667, 'root--recommendation': 0.03333333333333333, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684768814.839167,1684768844.879736
1684768844.8802738,89329.0,0.124,0.388,0.127,"{'root--consul': 0.0, 'root--frontend': 2.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 1.0, 'root--mongodb-user': 0.0, 'root--profile': 0.4666666666666667, 'root--rate': 0.0, 'root--recommendation': 0.03333333333333333, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684768844.8802738,1684768874.907237
1684768874.9077094,64377.0,0.122,0.381,0.101,"{'root--consul': 0.0, 'root--frontend': 1.4333333333333333, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.03333333333333333, 'root--mongodb-recommendation': 0.7166666666666667, 'root--mongodb-reservation': 0.75, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.45, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684768874.9077094,1684768904.9428716
1684769080.315938,89329.0,0.12,0.441,0.094,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.7333333333333333, 'root--memcached-profile': 0.26666666666666666, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684769080.315938,1684769110.3507428
1684769110.3512757,89328.0,0.119,0.447,0.115,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 1.7833333333333334, 'root--memcached-profile': 1.0, 'root--memcached-rate': 0.3333333333333333, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684769110.3512757,1684769140.386085
1684769140.3865838,89327.0,0.121,0.466,0.131,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 2.0, 'root--memcached-profile': 1.85, 'root--memcached-rate': 1.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.03333333333333333, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684769140.3865838,1684769170.4279716
1684769170.4284852,89326.0,0.121,0.459,0.16,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 2.0, 'root--memcached-profile': 2.0, 'root--memcached-rate': 1.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.03333333333333333, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684769170.4284852,1684769200.4550257
1684769200.4555402,47733.0,0.123,0.451,0.193,"{'root--consul': 0.0, 'root--frontend': 0.55, 'root--geo': 0.0, 'root--jaeger': 1.1, 'root--memcached-profile': 1.1, 'root--memcached-rate': 0.55, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.2, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 0.5833333333333334, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.03333333333333333, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684769200.4555402,1684769230.5017111
1684769423.4448297,89330.0,0.119,0.424,0.092,"{'root--consul': 1.0, 'root--frontend': 0.9682539682539683, 'root--geo': 0.0, 'root--jaeger': 1.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 1.507936507936508, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 1.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.09523809523809523}",1684769423.4448297,1684769454.9755995
1684769454.9761672,89330.0,0.12,0.437,0.133,"{'root--consul': 1.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 1.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 2.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 1.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.5901639344262295, 'root--search': 0.0, 'root--user': 0.5573770491803278}",1684769454.9761672,1684769485.506078
1684769485.506627,89327.0,0.125,0.473,0.169,"{'root--consul': 1.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 1.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 2.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 1.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.6333333333333333, 'root--recommendation': 0.0, 'root--reservation': 1.0, 'root--search': 0.0, 'root--user': 0.36666666666666664}",1684769485.506627,1684769515.5493462
1684769515.54984,62493.0,0.123,0.464,0.169,"{'root--consul': 0.6885245901639344, 'root--frontend': 0.6885245901639344, 'root--geo': 0.0, 'root--jaeger': 0.6885245901639344, 'root--memcached-profile': 0.0, 'root--memcached-rate': 1.3770491803278688, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.7377049180327869, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 0.7377049180327869, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.32786885245901637, 'root--recommendation': 0.0, 'root--reservation': 0.7377049180327869, 'root--search': 0.0, 'root--user': 0.4426229508196721}",1684769515.54984,1684769546.0831728
1684769793.6184485,89323.0,0.118,0.411,0.105,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 1.8032786885245902, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 1.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.29508196721311475, 'root--search': 0.0, 'root--user': 0.0}",1684769793.6184485,1684769824.147858
1684769824.1483717,89326.0,0.118,0.436,0.098,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 2.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 1.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.6666666666666666, 'root--search': 0.36666666666666664, 'root--user': 0.0}",1684769824.1483717,1684769854.2068298
1684769854.2073433,7037.0,-1.0,0.0,-1.0,"{'root--consul': 0.0, 'root--frontend': 0.11475409836065574, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.22950819672131148, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.7213114754098361, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.11475409836065574, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.14754098360655737, 'root--user': 0.0}",1684769854.2073433,1684769884.7565362
1684770856.8941483,89328.0,0.12,0.431,0.101,"{'root--consul': 1.15, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 1.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 1.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684770856.8941483,1684770886.9182153
1684770886.9186764,89327.0,0.241,0.96,0.251,"{'root--consul': 2.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 1.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 1.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.48333333333333334, 'root--search': 0.43333333333333335, 'root--user': 0.0}",1684770886.9186764,1684770916.9613862
1684770916.9618812,89331.0,0.31,1.07,0.335,"{'root--consul': 2.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 1.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 1.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.47540983606557374, 'root--search': 1.9180327868852458, 'root--user': 0.0}",1684770916.9618812,1684770947.4999897
1684770947.5005057,86717.0,0.305,1.03,0.299,"{'root--consul': 1.9333333333333333, 'root--frontend': 0.9666666666666667, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.9666666666666667, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.9666666666666667, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 0.9666666666666667, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.13333333333333333, 'root--search': 2.0, 'root--user': 0.0}",1684770947.5005057,1684770977.5397558
1684771218.054207,89326.0,0.118,0.416,0.103,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 2.0, 'root--memcached-rate': 2.0, 'root--memcached-reserve': 1.05, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 1.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684771218.054207,1684771248.0919774
1684771248.0924902,89325.0,0.12,0.451,0.116,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 2.0, 'root--memcached-rate': 2.0, 'root--memcached-reserve': 2.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 1.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.26229508196721313, 'root--user': 0.0}",1684771248.0924902,1684771278.6344795
1684771278.6350157,53360.0,0.118,0.42,0.078,"{'root--consul': 0.0, 'root--frontend': 0.6065573770491803, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 1.2131147540983607, 'root--memcached-rate': 1.2131147540983607, 'root--memcached-reserve': 1.2131147540983607, 'root--mongodb-geo': 0.6065573770491803, 'root--mongodb-profile': 0.6065573770491803, 'root--mongodb-rate': 0.04918032786885246, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.6065573770491803, 'root--user': 0.0}",1684771278.6350157,1684771309.1925335
1684772154.5628786,89327.0,0.121,0.459,0.144,"{'root--consul': 0.0, 'root--frontend': 1.9333333333333333, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 1.0, 'root--memcached-rate': 1.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 1.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.016666666666666666, 'root--user': 0.03333333333333333}",1684772154.5628786,1684772184.5919714
1684772184.5924075,89322.0,0.123,0.38,0.113,"{'root--consul': 0.0, 'root--frontend': 2.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 1.0, 'root--memcached-rate': 1.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 1.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.2, 'root--user': 0.06666666666666667}",1684772184.5924075,1684772214.6359675
1684772214.6364498,89324.0,0.123,0.401,0.099,"{'root--consul': 0.0, 'root--frontend': 2.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 1.0, 'root--memcached-rate': 1.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 1.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.13333333333333333, 'root--user': 0.03333333333333333}",1684772214.6364498,1684772244.661768
1684772244.6622822,89296.0,9.79,77.95,18.198,"{'root--consul': 0.0, 'root--frontend': 1.3934426229508197, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 1.0, 'root--memcached-rate': 0.39344262295081966, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.4262295081967213, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.4262295081967213, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.13114754098360656, 'root--user': 0.03278688524590164}",1684772244.6622822,1684772275.190054
1684772275.190573,89328.0,0.117,0.415,0.078,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 1.2295081967213115, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.03278688524590164, 'root--user': 0.0}",1684772275.190573,1684772305.7215567
1684772305.7220864,89328.0,0.119,0.448,0.105,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 2.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.48333333333333334, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.18333333333333332, 'root--user': 0.0}",1684772305.7220864,1684772335.766179
1684772335.7666643,89332.0,0.118,0.435,0.103,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 2.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.3333333333333333, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.06666666666666667, 'root--user': 0.0}",1684772335.7666643,1684772365.8015745
1684772365.8020804,89329.0,0.119,0.424,0.167,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 2.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.18333333333333332, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.26666666666666666, 'root--user': 0.0}",1684772365.8020804,1684772395.8249826
1684772395.8254733,61838.0,0.12,0.441,0.123,"{'root--consul': 0.0, 'root--frontend': 0.6885245901639344, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 1.3770491803278688, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.6885245901639344, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.08196721311475409, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.4426229508196721, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.03278688524590164, 'root--user': 0.0}",1684772395.8254733,1684772426.3597593
