,load,avg_latency,p99,stddev_latency,allocs,event_start_time,event_end_time
1684731960.5330107,89329.0,0.116,0.422,0.088,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.06666666666666667, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 1.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 1.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 1.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.06666666666666667, 'root--search': 0.0, 'root--user': 0.45}",1684731960.5330107,1684731990.566381
1684731990.5668957,89331.0,0.116,0.417,0.099,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.4166666666666667, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 1.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 1.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 1.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.45}",1684731990.5668957,1684732020.605722
1684732020.6062078,89327.0,0.116,0.436,0.088,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.48333333333333334, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 1.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 1.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 1.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.03333333333333333, 'root--search': 0.0, 'root--user': 0.0}",1684732020.6062078,1684732050.6333203
1684732050.633799,89324.0,0.125,0.51,0.178,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.5166666666666667, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.5166666666666667, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.5166666666666667, 'root--mongodb-user': 0.31666666666666665, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.5166666666666667}",1684732050.633799,1684732080.6795657
1684732080.6800544,89329.0,0.117,0.416,0.106,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.9833333333333333, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 1.0, 'root--profile': 0.0, 'root--rate': 0.45, 'root--recommendation': 0.016666666666666666, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684732080.6800544,1684732110.7180347
1684732110.718514,89324.0,0.118,0.436,0.125,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.45, 'root--jaeger': 0.0, 'root--memcached-profile': 1.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 1.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.016666666666666666, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.03333333333333333}",1684732110.718514,1684732140.7585762
1684732140.7590895,89328.0,0.117,0.433,0.09,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 1.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 1.0, 'root--profile': 0.0, 'root--rate': 0.48333333333333334, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684732140.7590895,1684732170.8017821
1684732170.802257,89328.0,0.115,0.415,0.097,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 1.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 1.0, 'root--profile': 0.0, 'root--rate': 0.2, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684732170.802257,1684732200.8469377
1684732200.847444,72771.0,0.118,0.457,0.116,"{'root--consul': 0.0, 'root--frontend': 0.819672131147541, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 1.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.03278688524590164, 'root--mongodb-recommendation': 0.819672131147541, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 1.0, 'root--profile': 0.0, 'root--rate': 0.2786885245901639, 'root--recommendation': 0.03278688524590164, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.03278688524590164}",1684732200.847444,1684732231.3847072
1684733067.1606739,89325.0,0.115,0.412,0.082,"{'root--consul': 1.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 1.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 1.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.48333333333333334}",1684733067.1606739,1684733097.1943307
1684733097.194845,89326.0,0.116,0.427,0.082,"{'root--consul': 1.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 1.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 1.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.45}",1684733097.194845,1684733127.237454
1684733127.2379568,89325.0,0.116,0.421,0.097,"{'root--consul': 1.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 1.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 1.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.25}",1684733127.2379568,1684733157.2766488
1684733157.2771592,83701.0,0.12,0.425,0.179,"{'root--consul': 0.9508196721311475, 'root--frontend': 0.9508196721311475, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.9508196721311475, 'root--mongodb-profile': 1.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 1.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.22950819672131148}",1684733157.2771592,1684733187.8215122
1684733433.812613,89327.0,0.116,0.397,0.083,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 1.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 1.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.31666666666666665, 'root--search': 0.0, 'root--user': 0.48333333333333334}",1684733433.812613,1684733463.8485646
1684733463.8490887,89327.0,0.118,0.42,0.129,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 1.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 1.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.2, 'root--search': 0.0, 'root--user': 0.0}",1684733463.8490887,1684733493.8891306
1684733493.889639,34094.0,0.113,0.389,0.071,"{'root--consul': 0.0, 'root--frontend': 0.39344262295081966, 'root--geo': 0.0, 'root--jaeger': 0.39344262295081966, 'root--memcached-profile': 0.06557377049180328, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.39344262295081966, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.4098360655737705, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 0.39344262295081966, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.5737704918032787, 'root--search': 0.0, 'root--user': 0.0}",1684733493.889639,1684733524.4290743
1684734038.027852,89320.0,0.116,0.394,0.122,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 1.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 1.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 1.0, 'root--profile': 0.35, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.23333333333333334, 'root--search': 0.0, 'root--user': 0.06666666666666667}",1684734038.027852,1684734068.073063
1684734068.0735397,89326.0,0.118,0.438,0.109,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 1.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 1.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 1.0, 'root--profile': 0.16666666666666666, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.4666666666666667, 'root--search': 0.0, 'root--user': 0.08333333333333333}",1684734068.0735397,1684734098.111804
1684734098.1123435,89325.0,0.118,0.428,0.081,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 1.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 1.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 1.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.4666666666666667, 'root--search': 0.0, 'root--user': 0.0}",1684734098.1123435,1684734128.1511295
1684734128.1516316,89250.0,0.124,0.517,0.15,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 1.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 1.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.3114754098360656, 'root--mongodb-recommendation': 0.5901639344262295, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.5901639344262295, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.04918032786885246, 'root--search': 0.0, 'root--user': 0.03278688524590164}",1684734128.1516316,1684734158.6742177
1684734158.6747563,89331.0,0.119,0.442,0.103,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.9, 'root--memcached-profile': 1.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 1.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.4166666666666667, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684734158.6747563,1684734188.716641
1684734188.71714,89326.0,0.119,0.441,0.093,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 1.0, 'root--memcached-profile': 1.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 1.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.48333333333333334, 'root--rate': 0.0, 'root--recommendation': 0.1, 'root--reservation': 0.0, 'root--search': 0.1, 'root--user': 0.0}",1684734188.71714,1684734218.7576768
1684734218.7581677,89331.0,0.123,0.439,0.303,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 1.0, 'root--memcached-profile': 1.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 1.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.48333333333333334, 'root--reservation': 0.0, 'root--search': 0.11666666666666667, 'root--user': 0.0}",1684734218.7581677,1684734248.7993581
1684734248.799778,89326.0,0.118,0.421,0.112,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 1.0, 'root--memcached-profile': 1.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 1.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.11666666666666667, 'root--reservation': 0.0, 'root--search': 0.18333333333333332, 'root--user': 0.0}",1684734248.799778,1684734278.8423836
1684734278.8428948,79201.0,0.12,0.451,0.138,"{'root--consul': 0.0, 'root--frontend': 0.8833333333333333, 'root--geo': 0.0, 'root--jaeger': 1.0, 'root--memcached-profile': 0.8833333333333333, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.8833333333333333, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.3333333333333333, 'root--reservation': 0.0, 'root--search': 0.016666666666666666, 'root--user': 0.0}",1684734278.8428948,1684734308.8884542
1684734514.3169367,89323.0,0.116,0.418,0.089,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 1.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.03333333333333333, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.48333333333333334}",1684734514.3169367,1684734544.3459141
1684734544.3464062,89327.0,0.115,0.411,0.089,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.4166666666666667, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 1.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.48333333333333334, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684734544.3464062,1684734574.374393
1684734574.3748927,89327.0,0.117,0.437,0.1,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.06557377049180328, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 1.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.47540983606557374}",1684734574.3748927,1684734604.9191887
1684734604.9196954,60876.0,0.12,0.456,0.16,"{'root--consul': 0.0, 'root--frontend': 0.7, 'root--geo': 0.5166666666666667, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 0.016666666666666666, 'root--mongodb-profile': 0.016666666666666666, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.7, 'root--mongodb-user': 0.016666666666666666, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.23333333333333334}",1684734604.9196954,1684734634.961513
1684734977.193419,89328.0,0.221,0.722,0.166,"{'root--consul': 1.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 1.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 0.6, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.11666666666666667}",1684734977.193419,1684735007.228176
1684735007.2287405,89325.0,0.231,0.739,0.165,"{'root--consul': 1.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 1.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 1.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.48333333333333334}",1684735007.2287405,1684735037.2718825
1684735037.2723868,89326.0,0.236,0.749,0.291,"{'root--consul': 1.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 1.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 1.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.36666666666666664}",1684735037.2723868,1684735067.3107812
1684735067.3113093,89328.0,0.23,0.726,0.157,"{'root--consul': 1.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 1.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 1.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.5166666666666667}",1684735067.3113093,1684735097.3463087
1684735097.3468037,89326.0,0.232,0.74,0.186,"{'root--consul': 0.2833333333333333, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.2833333333333333, 'root--memcached-reserve': 0.2, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.2833333333333333, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.0, 'root--recommendation': 1.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684735097.3468037,1684735127.3881981
1684735127.3886914,89327.0,0.23,0.733,0.178,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.06666666666666667, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 1.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.5166666666666667, 'root--recommendation': 1.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684735127.3886914,1684735157.4287379
1684735157.4292257,89327.0,0.234,0.755,0.231,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.8166666666666667, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 1.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.3333333333333333, 'root--recommendation': 1.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684735157.4292257,1684735187.4567525
1684735187.4572744,89326.0,0.228,0.721,0.146,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.03333333333333333, 'root--jaeger': 0.0, 'root--memcached-profile': 1.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 1.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.18333333333333332, 'root--recommendation': 1.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684735187.4572744,1684735217.4999797
1684735217.5004756,89326.0,0.229,0.734,0.151,"{'root--consul': 0.0, 'root--frontend': 1.0, 'root--geo': 0.06666666666666667, 'root--jaeger': 0.0, 'root--memcached-profile': 1.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 1.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 1.0, 'root--mongodb-reservation': 0.0, 'root--mongodb-user': 0.0, 'root--profile': 0.0, 'root--rate': 0.4666666666666667, 'root--recommendation': 1.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684735217.5004756,1684735247.526525
1684735247.527053,53183.0,0.236,0.794,0.193,"{'root--consul': 0.0, 'root--frontend': 0.5901639344262295, 'root--geo': 0.03278688524590164, 'root--jaeger': 0.0, 'root--memcached-profile': 1.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 1.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 0.0, 'root--mongodb-recommendation': 0.5901639344262295, 'root--mongodb-reservation': 0.18032786885245902, 'root--mongodb-user': 0.14754098360655737, 'root--profile': 0.0, 'root--rate': 0.04918032786885246, 'root--recommendation': 0.6229508196721312, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684735247.527053,1684735278.067177
1684735455.4960787,89329.0,0.118,0.422,0.122,"{'root--consul': 1.0, 'root--frontend': 0.9841269841269841, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 1.0, 'root--mongodb-user': 1.0, 'root--profile': 0.0, 'root--rate': 0.5555555555555556, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684735455.4960787,1684735487.0222518
1684735487.0227492,89327.0,0.117,0.423,0.083,"{'root--consul': 1.0, 'root--frontend': 1.0, 'root--geo': 0.0, 'root--jaeger': 0.0, 'root--memcached-profile': 0.0, 'root--memcached-rate': 0.0, 'root--memcached-reserve': 0.0, 'root--mongodb-geo': 1.0, 'root--mongodb-profile': 0.0, 'root--mongodb-rate': 1.0, 'root--mongodb-recommendation': 0.0, 'root--mongodb-reservation': 1.0, 'root--mongodb-user': 1.0, 'root--profile': 0.0, 'root--rate': 1.0, 'root--recommendation': 0.0, 'root--reservation': 0.0, 'root--search': 0.0, 'root--user': 0.0}",1684735487.0227492,1684735517.0629108
